ID,GOAL_DIFF_HOME_AWAY
1206,0.0
1207,-1.0
1208,1.0
1209,0.0
1210,1.0
1211,2.0
1212,-1.0
1213,2.0
1214,1.0
1215,0.0
1216,2.0
1217,-1.0
1218,-2.0
1219,2.0
1220,1.0
1221,-1.0
1222,-1.0
1223,-1.0
1224,0.0
1225,-1.0
1226,-1.0
1227,0.0
1228,-1.0
1229,0.0
1230,1.0
1231,4.0
1232,0.0
1233,-1.0
1234,0.0
1235,-2.0
1236,-3.0
1237,-1.0
1238,2.0
1239,-1.0
1240,3.0
1241,1.0
1242,-1.0
1243,0.0
1244,1.0
1245,0.0
1246,-1.0
1247,-2.0
1248,2.0
1249,0.0
1250,0.0
1251,-2.0
1252,0.0
1253,-3.0
1254,-4.0
1255,-2.0
1256,0.0
1257,0.0
1258,-1.0
1259,4.0
1260,-2.0
1261,3.0
1262,-1.0
1263,-2.0
1264,-2.0
1265,-2.0
1266,-2.0
1267,1.0
1268,1.0
1269,1.0
1270,0.0
1271,3.0
1272,1.0
1273,1.0
1274,-1.0
1275,-2.0
1276,3.0
1277,0.0
1278,0.0
1279,-1.0
1280,1.0
1281,2.0
1282,1.0
1283,0.0
1284,0.0
1285,0.0
1286,-1.0
1287,1.0
1288,0.0
1289,-3.0
1290,-1.0
1291,2.0
1292,-1.0
1293,3.0
1294,0.0
1295,-1.0
1296,-2.0
1297,2.0
1298,0.0
1299,-2.0
1300,0.0
1301,0.0
1302,2.0
1303,2.0
1304,1.0
1305,1.0
1306,-3.0
1307,4.0
1308,1.0
1309,-1.0
1310,0.0
1311,2.0
1312,-1.0
1313,-1.0
1314,0.0
1315,-5.0
1316,0.0
1317,-1.0
1318,2.0
1319,-2.0
1320,0.0
1321,-1.0
1322,3.0
1323,1.0
1324,3.0
1325,0.0
1326,3.0
1327,-1.0
1328,-2.0
1329,3.0
1330,2.0
1331,2.0
1332,-2.0
1333,0.0
1334,1.0
1335,1.0
1336,3.0
1337,3.0
1338,-5.0
1339,0.0
1340,-3.0
1341,4.0
1342,1.0
1343,2.0
1344,2.0
1345,2.0
1346,2.0
1347,-1.0
1348,0.0
1349,1.0
1350,0.0
1351,-1.0
1352,3.0
1353,-1.0
1354,0.0
1355,3.0
1356,-1.0
1357,-1.0
1358,-1.0
1359,2.0
1360,0.0
1361,-2.0
1362,1.0
1363,0.0
1364,-1.0
1365,-1.0
1366,0.0
1367,0.0
1368,-1.0
1369,2.0
1370,2.0
1371,-1.0
1372,0.0
1373,-3.0
1374,-1.0
1375,0.0
1376,1.0
1377,0.0
1378,-3.0
1379,-2.0
1380,2.0
1381,0.0
1382,2.0
1383,1.0
1384,2.0
1385,1.0
1386,4.0
1387,1.0
1388,1.0
1389,1.0
1390,1.0
1391,4.0
1392,0.0
1393,1.0
1394,0.0
1395,4.0
1396,1.0
1397,0.0
1398,3.0
1399,1.0
1400,0.0
1401,0.0
1402,1.0
1403,0.0
1404,1.0
1405,-2.0
1406,1.0
1407,-3.0
1408,2.0
1409,3.0
1410,2.0
1411,1.0
1412,1.0
1413,3.0
1414,-2.0
1415,2.0
1416,0.0
1417,0.0
1418,-1.0
1419,2.0
1420,-1.0
1421,0.0
1422,4.0
1423,2.0
1424,0.0
1425,3.0
1426,-2.0
1427,-1.0
1428,0.0
1429,1.0
1430,-2.0
1431,-1.0
1432,-2.0
1433,4.0
1434,1.0
1435,0.0
1436,-1.0
1437,-2.0
1438,1.0
1439,1.0
1440,1.0
1441,-1.0
1442,-2.0
1443,-1.0
1444,0.0
1445,-3.0
1446,0.0
1447,2.0
1448,-1.0
1449,4.0
1450,1.0
1451,1.0
1452,0.0
1453,3.0
1454,1.0
1455,-1.0
1456,1.0
1457,1.0
1458,0.0
1459,2.0
1460,1.0
1461,0.0
1462,0.0
1463,1.0
1464,-3.0
1465,0.0
1466,2.0
1467,0.0
1468,1.0
1469,0.0
1470,1.0
1471,1.0
1472,-2.0
1473,3.0
1474,0.0
1475,1.0
1476,2.0
1477,-1.0
1478,1.0
1479,2.0
1480,0.0
1481,0.0
1482,2.0
1483,2.0
1484,3.0
1485,0.0
1486,2.0
1487,0.0
1488,-1.0
1489,1.0
1490,1.0
1491,2.0
1492,4.0
1493,2.0
1494,2.0
1495,-1.0
1496,0.0
1497,-4.0
1498,4.0
1499,0.0
1500,-1.0
1501,4.0
1502,-2.0
1503,-1.0
1504,1.0
1505,-1.0
1506,0.0
1507,2.0
1508,2.0
1509,3.0
1510,2.0
1511,-1.0
1512,0.0
1513,-3.0
1514,2.0
1515,1.0
1516,2.0
1517,3.0
1518,2.0
1519,0.0
1520,0.0
1521,0.0
1522,1.0
1523,1.0
1524,1.0
1525,-1.0
1526,-1.0
1527,1.0
1528,-1.0
1529,0.0
1530,1.0
1531,5.0
1532,2.0
1533,-1.0
1534,-1.0
1535,-1.0
1536,1.0
1537,1.0
1538,0.0
1539,4.0
1540,0.0
1541,0.0
1542,1.0
1543,2.0
1544,-3.0
1545,4.0
1546,0.0
1547,4.0
1548,3.0
1549,1.0
1550,-2.0
1551,0.0
1552,2.0
1553,-1.0
1554,1.0
1555,1.0
1556,1.0
1557,1.0
1558,2.0
1559,0.0
1560,0.0
1561,3.0
1562,1.0
1563,1.0
1564,2.0
1565,3.0
1566,0.0
1567,-1.0
1568,2.0
1569,-1.0
1570,0.0
1571,0.0
1572,0.0
1573,-1.0
1574,3.0
1575,2.0
1576,5.0
1577,-1.0
1578,-1.0
1579,-2.0
1580,-1.0
1581,1.0
1582,0.0
1583,1.0
1584,-2.0
1585,0.0
1586,0.0
1587,1.0
1588,2.0
1589,-3.0
1590,3.0
1591,-2.0
1592,0.0
1593,-1.0
1594,1.0
1595,1.0
1596,0.0
1597,-2.0
1598,1.0
1599,3.0
1600,3.0
1601,-1.0
1602,3.0
1603,0.0
1604,0.0
1605,-1.0
1606,1.0
1607,-1.0
1608,0.0
1609,-1.0
1610,2.0
1611,-1.0
1612,-2.0
1613,2.0
1614,0.0
1615,0.0
1616,1.0
1617,1.0
1618,1.0
1619,-4.0
1620,0.0
1621,-1.0
1622,0.0
1623,-1.0
1624,3.0
1625,0.0
1626,1.0
1627,0.0
1628,-1.0
1629,2.0
1630,-1.0
1631,-1.0
1632,0.0
1633,1.0
1634,2.0
1635,1.0
1636,3.0
1637,0.0
1638,2.0
1639,2.0
1640,0.0
1641,0.0
1642,0.0
1643,4.0
1644,1.0
1645,1.0
1646,-2.0
1647,4.0
1648,-2.0
1649,-2.0
1650,2.0
1651,1.0
1652,1.0
1653,1.0
1654,0.0
1655,0.0
1656,0.0
1657,-1.0
1658,1.0
1659,1.0
1660,2.0
1661,0.0
1662,0.0
1663,-1.0
1664,-1.0
1665,0.0
1666,1.0
1667,6.0
1668,-2.0
1669,0.0
1670,0.0
1671,-3.0
1672,3.0
1673,0.0
1674,0.0
1675,4.0
1676,1.0
1677,-4.0
1678,1.0
1679,-3.0
1680,-1.0
1681,0.0
1682,-1.0
1683,1.0
1684,1.0
1685,2.0
1686,-1.0
1687,0.0
1688,2.0
1689,-1.0
1690,-3.0
1691,1.0
1692,4.0
1693,0.0
1694,3.0
1695,0.0
1696,3.0
1697,1.0
1698,-2.0
1699,3.0
1700,3.0
1701,0.0
1702,-1.0
1703,2.0
1704,3.0
1705,-1.0
1706,0.0
1707,1.0
1708,1.0
1709,-5.0
1710,-2.0
1711,0.0
1712,-1.0
1713,1.0
1714,-1.0
1715,1.0
1716,1.0
1717,1.0
1718,0.0
1719,1.0
1720,1.0
1721,0.0
1722,-1.0
1723,-1.0
1724,1.0
1725,-1.0
1726,1.0
1727,0.0
1728,-1.0
1729,-1.0
1730,3.0
1731,0.0
1732,1.0
1733,0.0
1734,1.0
1735,0.0
1736,1.0
1737,1.0
1738,-1.0
1739,2.0
1740,0.0
1741,1.0
1742,-1.0
1743,0.0
1744,-1.0
1745,-2.0
1746,2.0
1747,1.0
1748,0.0
1749,0.0
1750,0.0
1751,-3.0
1752,2.0
1753,-1.0
1754,-1.0
1755,3.0
1756,0.0
1757,1.0
1758,4.0
1759,2.0
1760,2.0
1761,1.0
1762,3.0
1763,0.0
1764,-1.0
1765,1.0
1766,2.0
1767,0.0
1768,2.0
1769,0.0
1770,0.0
1771,0.0
1772,0.0
1773,-1.0
1774,-1.0
1775,0.0
1776,1.0
1777,4.0
1778,0.0
1779,2.0
1780,-1.0
1781,1.0
1782,0.0
1783,1.0
1784,-1.0
1785,0.0
1786,1.0
1787,0.0
1788,2.0
1789,0.0
1790,0.0
1791,-3.0
1792,0.0
1793,-1.0
1794,1.0
1795,-1.0
1796,2.0
1797,1.0
1798,2.0
1799,0.0
1800,2.0
1801,-3.0
1802,-4.0
1803,0.0
1804,1.0
1805,1.0
1806,0.0
1807,-1.0
1808,2.0
1809,1.0
1810,-3.0
1811,0.0
1812,1.0
1813,2.0
1814,3.0
1815,3.0
1816,1.0
1817,2.0
1818,-1.0
1819,0.0
1820,-3.0
1821,1.0
1822,0.0
1823,1.0
1824,-1.0
1825,-2.0
1826,0.0
1827,0.0
1828,3.0
1829,-2.0
1830,0.0
1831,2.0
1832,2.0
1833,0.0
1834,3.0
1835,1.0
1836,0.0
1837,1.0
1838,5.0
1839,1.0
1840,0.0
1841,0.0
1842,0.0
1843,-2.0
1844,-1.0
1845,-4.0
1846,-1.0
1847,1.0
1848,2.0
1849,0.0
1850,1.0
1851,-1.0
1852,2.0
1853,1.0
1854,-2.0
1855,2.0
1856,1.0
1857,5.0
1858,2.0
1859,-1.0
1860,1.0
1861,0.0
1862,2.0
1863,1.0
1864,1.0
1865,1.0
1866,-1.0
1867,2.0
1868,1.0
1869,1.0
1870,2.0
1871,-1.0
1872,0.0
1873,2.0
1874,2.0
1875,0.0
1876,-1.0
1877,-1.0
1878,0.0
1879,0.0
1880,-3.0
1881,-1.0
1882,-1.0
1883,1.0
1884,2.0
1885,1.0
1886,4.0
1887,2.0
1888,-2.0
1889,0.0
1890,0.0
1891,-2.0
1892,-1.0
1893,1.0
1894,0.0
1895,1.0
1896,1.0
1897,-3.0
1898,2.0
1899,2.0
1900,2.0
1901,-4.0
1902,0.0
1903,3.0
1904,1.0
1905,-3.0
1906,1.0
1907,2.0
1908,-2.0
1909,0.0
1910,0.0
1911,-1.0
1912,1.0
1913,1.0
1914,-1.0
1915,0.0
1916,0.0
1917,0.0
1918,-1.0
1919,1.0
1920,-2.0
1921,1.0
1922,0.0
1923,-2.0
1924,1.0
1925,0.0
1926,1.0
1927,3.0
1928,2.0
1929,3.0
1930,1.0
1931,0.0
1932,-1.0
1933,0.0
1934,0.0
1935,-3.0
1936,1.0
1937,1.0
1938,0.0
1939,4.0
1940,1.0
1941,0.0
1942,-2.0
1943,-3.0
1944,4.0
1945,-2.0
1946,0.0
1947,0.0
1948,-1.0
1949,-2.0
1950,1.0
1951,1.0
1952,1.0
1953,3.0
1954,0.0
1955,2.0
1956,1.0
1957,0.0
1958,1.0
1959,2.0
1960,0.0
1961,0.0
1962,0.0
1963,-2.0
1964,-2.0
1965,0.0
1966,1.0
1967,1.0
1968,2.0
1969,2.0
1970,1.0
1971,1.0
1972,-1.0
1973,1.0
1974,0.0
1975,-2.0
1976,3.0
1977,2.0
1978,-2.0
1979,1.0
1980,0.0
1981,0.0
1982,-1.0
1983,-1.0
1984,-1.0
1985,1.0
1986,-2.0
1987,1.0
1988,4.0
1989,1.0
1990,-1.0
1991,0.0
1992,-2.0
1993,1.0
1994,0.0
1995,1.0
1996,-1.0
1997,1.0
1998,1.0
1999,0.0
2000,0.0
2001,0.0
2002,0.0
2003,-3.0
2004,-4.0
2005,-2.0
2006,1.0
2007,1.0
2008,0.0
2009,0.0
2010,-1.0
2011,0.0
2012,2.0
2013,1.0
2014,2.0
2015,2.0
2016,1.0
2017,3.0
2018,0.0
2019,1.0
2020,1.0
2021,2.0
2022,0.0
2023,-1.0
2024,0.0
2025,-1.0
2026,-1.0
2027,-1.0
2028,1.0
2029,1.0
2030,-1.0
2031,-1.0
2032,1.0
2033,-2.0
2034,4.0
2035,1.0
2036,-2.0
2037,0.0
2038,-2.0
2039,2.0
2040,3.0
2041,1.0
2042,0.0
2043,0.0
2044,1.0
2045,3.0
2046,1.0
2047,-2.0
2048,-1.0
2049,3.0
2050,-1.0
2051,1.0
